sample,fastq_1,fastq_2,strandedness
mrutest_SE,https://github.com/Arkea-Bio-Corp/rnaseq/blob/9958cf9f46e63d84caf88e9c21a66def20841611/localdata/sub_SRR3486591.fastq.gz,,forward
